transaction_id,customer_id,transaction_date,amount
1805,244,2024-10-02,17.48
1806,36,2024-05-14,467.69
1807,16,2024-01-30,359.83
1808,94,2024-09-04,256.34
1809,208,2024-05-08,17.36
1810,165,2024-01-25,47.64
1811,142,2024-03-08,450.15
1812,197,2024-08-30,70.35
1813,218,2024-07-12,440.36
1814,223,2024-05-10,226.66
1815,108,2024-08-20,188.85
1816,35,2025-01-07,130.07
1817,326,2024-09-30,263.22
1818,355,2024-08-26,321.83
1819,11,2025-01-01,140.38
1820,322,2024-10-15,163.75
1821,288,2024-07-10,45.74
1822,445,2024-12-10,294.09
1823,83,2024-10-18,286.45
1824,413,2024-11-26,294.99
1825,370,2024-02-25,98.34
1826,135,2024-01-23,242.49
1827,330,2024-11-27,254.82
1828,132,2024-06-29,358.26
1829,109,2024-11-17,20.54
1830,222,2024-08-04,288.56
1831,124,2024-02-12,193.16
1832,149,2024-03-10,267.4
1833,158,2024-02-19,285.64
1834,299,2024-09-03,357.53
1835,220,2024-04-26,460.83
1836,472,2024-08-27,346.54
1837,239,2024-06-13,191.28
1838,143,2024-12-15,382.4
1839,229,2024-02-09,450.38
1840,253,2024-12-17,58.91
1841,220,2024-08-29,264.77
1842,201,2024-01-20,476.38
1843,140,2024-07-11,264.62
1844,473,2024-11-02,295.29
1845,87,2024-05-19,475.17
1846,86,2024-02-20,99.14
1847,348,2024-11-22,40.2
1848,239,2024-05-13,90.23
1849,48,2024-03-07,54.51
1850,479,2024-03-16,321.76
1851,142,2024-08-12,320.6
1852,137,2024-05-16,412.43
1853,257,2024-03-29,40.4
1854,173,2024-11-19,453.89
1855,49,2024-11-15,446.78
1856,462,2024-04-30,327.7
1857,119,2024-09-08,298.0
1858,416,2024-07-02,411.65
1859,402,2024-07-06,334.71
1860,359,2024-11-19,32.64
1861,162,2024-08-07,107.84
1862,409,2024-01-23,150.38
1863,20,2024-06-17,110.35
1864,395,2024-05-01,62.03
1865,275,2024-11-11,79.73
1866,463,2024-09-25,346.56
1867,154,2024-09-29,166.17
1868,436,2024-03-10,230.32
1869,157,2024-03-24,254.43
1870,205,2024-11-09,346.3
1871,278,2024-09-13,252.17
1872,208,2024-06-24,132.97
1873,129,2024-04-13,418.12
1874,295,2024-03-31,68.1
1875,393,2024-03-15,384.15
1876,240,2024-02-10,200.85
1877,9,2024-07-09,26.05
1878,197,2024-11-28,50.71
1879,139,2024-06-24,208.28
1880,325,2024-02-23,216.82
1881,136,2024-08-15,303.12
1882,222,2024-04-21,285.55
1883,331,2024-08-21,385.69
1884,449,2024-06-09,480.86
1885,178,2024-06-19,327.64
1886,29,2024-07-06,413.1
1887,180,2024-12-17,351.21
1888,181,2024-11-20,108.33
1889,203,2024-02-17,147.57
1890,78,2025-01-03,492.58
1891,424,2024-10-21,180.81
1892,131,2024-02-06,250.56
1893,383,2024-10-27,452.38
1894,113,2024-06-13,309.11
1895,93,2024-01-22,405.2
1896,200,2024-10-25,482.0
1897,36,2024-11-05,158.0
1898,346,2024-02-21,102.27
1899,32,2024-03-26,416.8
1900,96,2024-06-12,105.87
1901,52,2024-10-12,492.63
1902,329,2024-09-11,55.11
1903,122,2024-02-15,241.04
1904,169,2024-10-02,318.58
1905,31,2024-07-19,34.81
1906,161,2024-10-16,117.81
1907,324,2024-08-25,215.99
1908,272,2024-12-28,287.58
1909,175,2024-09-29,24.73
1910,106,2024-03-18,280.27
1911,21,2024-04-17,351.28
1912,288,2024-09-27,445.4
1913,285,2024-10-29,79.36
1914,365,2025-01-06,176.19
1915,254,2024-10-24,282.94
1916,97,2024-10-13,50.6
1917,183,2024-08-03,198.5
1918,244,2024-10-09,174.06
1919,143,2024-08-08,108.45
1920,380,2024-07-18,498.84
1921,117,2024-07-31,440.66
1922,122,2024-05-25,252.35
1923,119,2024-01-16,461.61
1924,244,2024-11-03,281.79
1925,432,2024-07-15,45.77
1926,334,2024-04-26,317.28
1927,61,2024-05-18,415.18
1928,412,2024-03-15,168.49
1929,383,2024-05-11,192.1
1930,32,2024-02-04,69.49
1931,334,2024-04-08,420.9
1932,415,2024-07-11,335.01
1933,81,2024-08-27,196.85
1934,139,2024-05-09,295.61
1935,300,2024-08-02,376.66
1936,430,2024-05-12,35.01
1937,35,2024-06-09,196.71
1938,392,2024-12-03,420.92
1939,357,2024-03-18,56.95
1940,83,2024-02-07,413.86
1941,499,2024-08-21,140.31
1942,108,2024-08-11,345.09
1943,126,2024-11-19,96.55
1944,435,2024-02-28,194.93
1945,438,2024-10-20,307.89
1946,93,2024-04-20,133.89
1947,374,2024-04-26,190.24
1948,168,2024-03-03,434.05
1949,467,2024-05-03,328.89
1950,34,2024-05-19,261.3
1951,471,2024-01-25,227.86
1952,183,2024-10-04,364.83
1953,389,2024-09-23,12.01
1954,467,2024-07-22,17.86
1955,450,2024-05-05,28.94
1956,62,2024-12-24,203.27
1957,265,2024-08-06,487.0
1958,500,2024-10-13,87.15
1959,490,2024-09-08,471.11
1960,357,2024-10-30,325.54
1961,468,2024-03-07,140.72
1962,185,2024-05-30,393.91
1963,245,2024-06-26,405.46
1964,75,2024-01-29,296.19
1965,341,2024-12-07,482.78
1966,211,2025-01-11,236.54
1967,49,2024-12-03,306.35
1968,47,2024-12-30,213.82
1969,169,2024-12-04,78.63
1970,488,2024-05-31,417.77
1971,335,2025-01-06,251.65
1972,147,2024-11-25,22.61
1973,43,2024-06-20,91.78
1974,367,2024-07-31,35.41
1975,401,2025-01-13,135.19
1976,104,2024-06-26,420.06
1977,479,2024-05-04,423.13
1978,166,2024-09-27,319.86
1979,127,2024-04-10,382.5
1980,97,2024-03-11,280.83
1981,141,2024-03-11,184.65
1982,143,2024-11-15,146.64
1983,211,2024-03-14,325.9
1984,197,2024-05-02,314.73
1985,251,2024-11-20,263.21
1986,289,2024-04-16,229.8
1987,39,2024-07-02,293.55
1988,183,2025-01-10,170.57
1989,31,2024-07-10,320.27
1990,210,2024-03-08,25.09
1991,154,2024-07-13,173.14
1992,138,2024-06-30,352.31
1993,78,2024-03-19,274.76
1994,158,2024-08-05,88.06
1995,348,2024-05-09,123.79
1996,357,2024-10-03,19.19
1997,195,2024-10-28,188.51
1998,278,2024-03-21,29.94
1999,407,2024-12-06,335.2
2000,229,2024-06-14,490.61
2001,26,2024-07-15,76.65
2002,86,2024-06-26,64.6
2003,475,2024-12-29,102.51
2004,432,2024-06-21,84.21
2005,62,2024-06-06,450.16
2006,51,2024-07-19,368.9
2007,24,2024-12-03,168.1
2008,118,2024-12-05,499.54
2009,407,2024-06-17,332.93
2010,141,2024-09-29,367.8
2011,383,2024-12-09,482.08
2012,4,2024-05-17,73.39
2013,77,2024-02-11,205.81
2014,491,2024-11-19,444.57
2015,414,2024-04-07,147.76
2016,147,2024-11-30,420.44
2017,82,2024-04-18,487.89
2018,37,2024-12-27,131.18
2019,285,2024-07-01,73.11
2020,431,2024-08-29,338.6
2021,456,2024-06-27,304.97
2022,57,2024-08-20,357.1
2023,132,2024-09-27,452.68
2024,266,2024-11-05,148.0
2025,196,2024-02-09,19.74
2026,355,2024-07-21,205.08
2027,260,2024-09-26,255.1
2028,271,2024-11-12,202.11
2029,429,2024-08-28,125.58
2030,21,2024-02-29,297.17
2031,30,2024-03-21,123.06
2032,486,2024-11-01,424.53
2033,81,2024-03-07,454.63
2034,290,2024-07-11,470.23
2035,92,2024-09-20,187.98
2036,116,2024-12-09,11.23
2037,5,2024-07-27,271.45
2038,238,2024-11-18,114.31
2039,270,2024-11-24,492.14
2040,177,2024-11-09,242.89
2041,52,2024-12-02,181.6
2042,433,2024-07-23,363.3
2043,34,2024-02-19,443.34
2044,18,2024-04-10,487.83
2045,88,2024-10-22,472.37
2046,494,2024-11-27,76.4
2047,7,2024-01-21,482.25
2048,175,2024-10-23,428.84
2049,170,2024-02-17,142.36
2050,244,2024-07-24,489.53
2051,385,2024-04-29,204.44
2052,214,2024-04-12,155.46
2053,375,2024-07-20,165.23
2054,95,2024-12-04,150.13
2055,466,2024-03-11,346.62
2056,333,2024-11-20,100.68
2057,392,2024-08-01,396.24
2058,387,2024-09-25,47.11
2059,75,2024-11-16,441.57
2060,456,2024-06-04,488.05
2061,330,2024-09-03,326.8
2062,479,2024-02-20,184.13
2063,454,2024-03-24,332.22
2064,77,2024-03-27,256.43
2065,360,2024-06-03,383.71
2066,197,2024-03-23,490.96
2067,4,2024-05-05,383.86
2068,368,2024-09-22,338.45
2069,361,2024-10-15,127.75
2070,483,2024-12-12,307.47
2071,210,2024-08-04,140.75
2072,60,2024-01-25,476.51
2073,39,2024-05-31,476.76
2074,350,2024-08-22,11.34
2075,295,2024-03-19,134.83
2076,410,2024-10-01,213.6
2077,77,2024-06-24,449.3
2078,91,2024-02-27,255.34
2079,214,2024-03-01,486.76
2080,100,2024-04-01,43.7
2081,36,2024-02-24,294.82
2082,344,2024-11-12,110.68
2083,35,2025-01-12,160.28
2084,431,2024-11-30,226.86
2085,69,2024-07-12,387.49
2086,458,2024-07-04,448.68
2087,376,2024-02-01,218.25
2088,230,2024-07-24,492.68
2089,290,2025-01-12,127.61
2090,413,2024-08-09,289.55
2091,491,2024-10-07,22.71
2092,57,2024-09-18,124.57
2093,27,2024-10-12,410.57
2094,51,2024-05-20,497.84
2095,46,2024-11-27,279.74
2096,35,2024-11-08,160.79
2097,218,2024-09-11,454.85
2098,355,2024-08-21,270.78
2099,293,2024-03-24,97.27
2100,29,2024-07-12,392.15
2101,314,2024-04-20,119.05
2102,160,2024-11-23,245.86
2103,22,2024-03-25,370.06
2104,88,2024-09-03,402.2
2105,415,2024-10-13,68.33
2106,489,2024-07-02,470.95
2107,43,2024-11-01,412.69
2108,285,2024-07-14,360.25
2109,361,2024-08-29,244.28
2110,225,2024-10-29,375.31
2111,296,2024-10-28,372.18
2112,132,2024-10-24,457.94
2113,334,2024-03-24,306.96
2114,348,2024-02-19,499.94
2115,400,2024-01-15,221.77
2116,139,2024-12-04,459.03
2117,91,2025-01-06,468.22
2118,271,2024-04-05,332.03
2119,320,2024-05-04,351.38
2120,69,2024-02-29,389.15
2121,31,2024-11-21,416.84
2122,208,2024-06-25,288.98
2123,206,2024-08-15,224.08
2124,353,2025-01-09,431.59
2125,312,2024-07-09,118.98
2126,47,2024-03-01,303.44
2127,197,2024-04-05,19.97
2128,116,2024-06-20,107.03
2129,316,2024-12-08,300.77
2130,101,2024-09-10,122.55
2131,482,2024-12-12,27.59
2132,422,2024-04-18,114.3
2133,131,2024-12-05,184.88
2134,370,2024-10-02,382.29
2135,247,2024-07-17,455.18
2136,374,2024-02-12,420.97
2137,408,2024-11-19,21.31
2138,414,2024-03-04,161.17
2139,60,2024-12-11,235.88
2140,409,2024-08-03,241.21
2141,219,2024-05-11,347.02
2142,375,2024-07-21,23.31
2143,244,2024-04-26,379.51
2144,371,2025-01-09,66.18
2145,291,2024-04-10,412.65
2146,496,2024-05-18,237.51
2147,469,2024-07-12,214.36
2148,215,2024-05-31,373.59
2149,8,2024-04-22,309.35
2150,379,2024-11-28,263.6
2151,109,2024-03-09,331.19
2152,214,2024-01-18,262.96
2153,413,2024-05-31,108.46
2154,375,2024-02-13,196.42
2155,8,2024-06-07,180.35
2156,301,2024-06-30,325.31
2157,363,2024-05-14,72.03
2158,152,2024-11-22,338.3
2159,213,2024-05-08,293.32
2160,362,2024-09-20,309.39
2161,271,2024-11-28,253.57
2162,415,2024-06-29,21.56
2163,486,2024-10-17,407.57
2164,305,2024-09-29,197.53
2165,361,2024-07-04,217.12
2166,257,2024-11-10,462.41
2167,372,2024-11-06,449.13
2168,204,2024-08-19,103.74
2169,443,2024-07-14,374.08
2170,250,2024-10-07,187.4
2171,96,2024-04-11,158.25
2172,437,2024-11-30,105.18
2173,485,2024-10-04,384.51
2174,79,2024-12-13,97.2
2175,335,2024-11-18,181.55
2176,306,2024-06-05,96.43
2177,439,2024-07-26,447.54
2178,464,2024-06-01,12.04
2179,110,2024-04-24,270.14
2180,474,2024-03-08,34.89
2181,216,2024-04-06,289.37
2182,416,2024-01-17,449.85
2183,204,2024-05-29,37.62
2184,197,2024-05-05,144.17
2185,301,2024-10-20,405.62
2186,24,2024-12-14,415.29
2187,468,2024-11-10,62.19
2188,201,2024-08-23,98.69
2189,122,2024-11-15,266.98
2190,314,2024-05-27,141.36
2191,107,2024-04-10,386.78
2192,400,2024-01-21,350.72
2193,200,2024-09-26,176.8
2194,450,2024-10-30,36.7
2195,383,2024-08-26,275.55
2196,18,2024-08-18,223.14
2197,308,2024-11-06,38.92
2198,342,2024-02-04,182.58
2199,173,2024-08-01,395.31
2200,64,2024-03-13,241.6
2201,302,2024-09-03,342.38
2202,98,2024-02-22,251.9
2203,71,2024-02-03,344.74
2204,445,2024-09-16,137.06
2205,389,2024-09-28,397.57
2206,465,2024-02-29,73.11
2207,222,2024-08-10,46.54
2208,45,2024-11-15,241.22
2209,494,2024-10-08,244.36
2210,356,2024-01-25,30.92
2211,159,2024-02-13,44.49
2212,11,2024-10-11,447.49
2213,374,2024-09-08,234.8
2214,114,2024-05-14,357.08
2215,342,2024-05-29,166.01
2216,488,2024-12-16,241.52
2217,178,2024-02-12,453.5
2218,194,2024-04-12,142.47
2219,314,2024-12-13,34.82
2220,7,2024-09-30,493.84
2221,114,2024-10-14,77.55
2222,12,2024-09-28,263.13
2223,495,2024-08-25,420.2
2224,245,2024-02-18,63.83
2225,146,2024-10-15,357.51
2226,290,2024-11-13,366.6
2227,60,2024-06-27,461.62
2228,244,2024-01-18,42.81
2229,13,2024-05-16,127.01
2230,91,2024-01-31,293.11
2231,259,2024-10-01,119.0
2232,129,2024-07-13,381.93
2233,36,2024-06-02,447.94
2234,120,2024-02-14,461.54
2235,480,2024-08-25,184.69
2236,348,2025-01-04,496.09
2237,354,2024-09-12,134.57
2238,78,2024-10-11,270.67
2239,203,2024-09-28,144.1
2240,459,2024-08-11,457.21
2241,478,2024-02-23,255.15
2242,129,2024-08-12,392.85
2243,494,2024-10-02,97.6
2244,415,2024-08-02,108.7
2245,159,2024-02-21,407.63
2246,189,2025-01-14,362.39
2247,308,2024-12-22,493.92
2248,427,2024-10-02,191.62
2249,71,2024-02-25,479.99
2250,499,2024-05-06,39.74
2251,246,2024-09-08,287.88
2252,485,2024-09-24,202.91
2253,333,2024-07-02,197.03
2254,496,2024-12-11,65.48
2255,37,2025-01-05,415.86
2256,272,2024-09-22,177.81
2257,158,2024-12-31,463.78
2258,100,2025-01-11,471.83
2259,440,2024-01-21,392.75
2260,369,2024-01-23,441.2
2261,216,2024-04-08,75.29
2262,149,2024-02-12,429.58
2263,479,2024-09-07,413.83
2264,64,2024-01-17,295.38
2265,10,2024-10-31,132.15
2266,127,2024-11-20,370.48
2267,236,2024-08-29,60.81
2268,193,2024-08-17,74.32
2269,437,2024-05-06,286.09
2270,316,2024-11-29,383.36
2271,489,2024-05-27,32.07
2272,290,2024-04-05,370.14
2273,350,2024-12-11,307.78
2274,32,2025-01-11,60.95
2275,18,2024-07-06,496.8
2276,194,2024-07-07,435.35
2277,312,2024-04-11,298.2
2278,173,2024-09-11,460.81
2279,421,2024-03-07,151.87
2280,36,2024-02-07,14.28
2281,308,2024-03-04,458.6
2282,473,2024-11-01,65.53
2283,73,2024-01-30,170.96
2284,477,2024-09-14,307.84
2285,326,2024-03-08,129.43
2286,365,2024-01-15,275.72
2287,88,2024-05-26,45.07
2288,298,2024-08-14,112.55
2289,159,2024-05-11,411.67
2290,351,2024-05-20,184.92
2291,314,2024-04-06,203.29
2292,404,2024-05-22,260.07
2293,304,2024-05-28,58.54
2294,175,2024-10-04,242.93
2295,214,2024-12-01,299.59
2296,483,2024-01-15,87.31
2297,290,2025-01-04,458.15
2298,167,2024-02-13,362.86
2299,373,2024-12-08,157.91
2300,483,2024-06-06,395.78
2301,147,2024-11-16,431.77
2302,243,2024-09-01,219.62
2303,280,2024-01-18,333.62
2304,392,2024-05-22,238.64
2305,400,2024-03-25,255.74
2306,443,2024-07-13,21.75
2307,244,2024-08-10,368.75
2308,135,2024-04-20,183.96
2309,118,2024-04-09,243.67
2310,304,2025-01-10,497.84
2311,292,2024-08-11,127.24
2312,172,2024-06-22,64.96
2313,123,2024-09-19,431.85
2314,130,2024-07-23,58.99
2315,8,2024-08-31,275.66
2316,261,2024-03-27,31.21
2317,113,2024-04-15,361.99
2318,108,2024-09-23,201.65
2319,413,2024-02-25,86.32
2320,378,2024-08-12,160.88
2321,466,2024-05-25,98.67
2322,131,2024-02-27,237.49
2323,452,2024-01-21,298.31
2324,437,2024-06-01,405.66
2325,275,2024-10-21,324.01
2326,420,2024-02-05,287.88
2327,279,2024-05-02,204.3
2328,390,2024-11-26,54.42
2329,25,2024-06-22,208.91
2330,24,2024-11-28,231.77
2331,109,2024-12-23,407.94
2332,195,2024-07-03,333.46
2333,42,2024-05-20,117.27
2334,116,2024-09-18,12.9
2335,217,2024-11-10,421.56
2336,300,2024-07-24,182.95
2337,465,2024-02-16,451.03
2338,382,2024-02-21,435.26
2339,300,2024-02-16,336.23
2340,310,2024-03-26,116.45
2341,227,2024-09-17,208.78
2342,118,2024-09-10,290.48
2343,101,2024-09-27,214.08
2344,246,2024-07-01,396.49
2345,302,2024-06-04,445.54
2346,19,2024-03-25,486.58
2347,6,2024-04-17,403.12
2348,149,2024-01-25,475.12
2349,315,2024-04-23,117.43
2350,231,2024-08-28,23.87
2351,159,2024-01-17,404.84
2352,109,2024-12-15,62.87
2353,70,2024-06-06,39.69
2354,39,2024-11-01,446.22
2355,12,2024-01-22,37.28
2356,385,2024-05-11,461.63
2357,437,2024-04-20,104.6
2358,217,2024-08-16,392.67
2359,54,2024-10-24,92.86
2360,197,2024-07-21,409.29
2361,403,2024-08-22,155.97
2362,428,2024-08-21,389.18
2363,317,2024-06-14,269.74
2364,133,2024-09-11,137.9
2365,336,2024-11-08,192.23
2366,196,2024-12-01,173.43
2367,13,2024-04-20,348.54
2368,66,2024-07-24,90.71
2369,335,2024-06-19,230.46
2370,6,2024-11-14,96.44
2371,150,2024-07-21,18.14
2372,147,2024-08-03,384.81
2373,70,2024-08-09,378.81
2374,174,2024-08-19,113.6
2375,261,2024-06-20,228.1
2376,84,2024-03-17,249.64
2377,415,2024-04-23,254.78
2378,426,2024-12-02,31.76
2379,10,2024-08-13,344.07
2380,61,2024-09-05,308.38
2381,372,2024-05-30,368.36
2382,109,2024-01-31,487.06
2383,404,2024-12-19,161.7
2384,232,2024-11-28,161.02
2385,82,2024-10-04,437.12
2386,138,2024-11-11,191.39
2387,417,2024-05-13,90.85
2388,131,2024-05-31,94.85
2389,128,2024-01-19,170.74
2390,387,2024-07-04,491.68
2391,105,2024-02-16,78.21
2392,69,2024-07-20,140.32
2393,440,2024-04-17,370.65
2394,170,2024-06-28,386.07
2395,263,2024-03-20,108.86
2396,367,2024-10-13,461.69
2397,374,2024-02-12,309.28
2398,238,2024-09-21,174.61
2399,466,2024-03-30,464.52
2400,131,2024-08-31,119.93
2401,17,2024-11-04,322.04
2402,214,2024-03-26,320.84
2403,400,2024-07-14,391.23
2404,224,2024-03-01,132.7
2405,86,2024-08-24,333.01
2406,382,2024-10-23,448.48
2407,25,2024-04-24,275.38
2408,243,2024-11-19,125.55
2409,447,2024-10-16,358.13
2410,51,2024-01-19,264.21
2411,178,2024-11-05,480.35
2412,270,2024-07-27,134.3
2413,67,2024-09-26,252.73
2414,308,2024-05-29,377.76
2415,186,2024-05-21,341.88
2416,93,2024-10-08,218.43
2417,92,2024-01-31,196.8
2418,338,2024-06-05,388.8
2419,208,2024-08-16,267.15
2420,376,2024-09-09,196.29
2421,60,2024-10-10,234.01
2422,277,2024-06-16,17.47
2423,45,2024-10-20,19.25
2424,444,2024-08-08,178.33
2425,263,2024-02-22,131.52
2426,444,2024-11-29,364.31
2427,498,2024-05-14,287.9
2428,230,2024-08-01,268.59
2429,350,2024-07-10,111.48
2430,98,2024-05-02,255.06
2431,13,2024-04-06,412.26
2432,240,2024-03-02,338.16
2433,155,2024-03-05,49.64
2434,239,2024-09-15,265.78
2435,416,2024-06-13,420.45
2436,168,2024-11-26,105.92
2437,122,2024-08-03,245.17
2438,151,2024-11-14,412.49
2439,185,2024-05-10,390.93
2440,256,2024-11-06,28.74
2441,173,2024-08-16,464.77
2442,234,2024-05-27,167.52
2443,203,2024-01-22,286.68
2444,144,2024-03-21,98.08
2445,352,2024-11-30,29.22
2446,434,2024-11-07,164.6
2447,434,2024-04-07,499.76
2448,481,2024-03-01,80.31
2449,17,2024-08-29,464.72
2450,161,2024-07-31,419.59
2451,353,2024-03-24,261.72
2452,35,2024-06-04,111.31
2453,337,2024-06-21,488.04
2454,439,2024-04-13,78.75
2455,133,2024-10-02,213.25
2456,120,2024-10-04,257.6
2457,449,2024-06-02,336.6
2458,162,2024-04-13,49.71
2459,386,2024-03-19,112.26
2460,94,2025-01-14,269.42
2461,70,2024-10-26,366.09
2462,98,2024-03-28,200.74
2463,470,2024-11-21,116.05
2464,125,2024-08-16,236.76
2465,399,2024-10-02,298.32
2466,90,2024-01-19,418.47
2467,22,2024-03-12,69.42
2468,445,2025-01-08,64.21
2469,27,2024-12-22,218.8
2470,399,2024-09-10,421.03
2471,464,2024-08-11,483.07
2472,411,2024-09-18,323.92
2473,481,2024-02-29,197.73
2474,9,2024-02-25,229.11
2475,358,2024-02-16,394.34
2476,491,2024-04-27,375.73
2477,386,2024-12-05,309.71
2478,207,2024-09-16,248.31
2479,243,2024-07-11,345.04
2480,312,2024-10-22,240.26
2481,32,2024-07-02,261.81
2482,108,2024-08-22,424.94
2483,302,2024-05-11,413.9
2484,96,2024-04-18,227.0
2485,365,2024-03-25,57.59
2486,156,2025-01-09,174.38
2487,316,2024-07-16,318.22
2488,416,2024-11-23,308.31
2489,270,2024-03-27,400.5
2490,60,2024-08-22,324.32
2491,137,2024-03-22,288.61
2492,309,2024-11-20,451.14
2493,426,2024-08-05,322.71
2494,410,2024-06-25,71.74
2495,207,2024-12-08,239.38
2496,58,2024-08-25,91.41
2497,447,2024-07-05,213.52
2498,363,2024-07-25,395.77
2499,381,2024-08-05,360.32
2500,207,2024-10-19,478.57
2501,216,2024-12-16,37.21
2502,208,2024-11-29,343.09
2503,315,2024-05-27,178.92
2504,5,2024-07-17,494.58
2505,280,2024-05-19,411.6
2506,301,2024-01-21,393.91
2507,101,2024-10-04,454.72
2508,338,2024-07-31,423.73
2509,72,2024-11-03,499.38
2510,259,2024-10-18,10.72
2511,471,2024-12-14,272.24
2512,275,2024-11-06,482.74
2513,266,2024-05-05,266.96
2514,302,2024-10-12,251.18
2515,210,2024-12-01,154.95
2516,130,2024-09-20,384.93
2517,254,2024-08-06,34.92
2518,475,2024-02-23,274.22
2519,357,2025-01-05,175.3
2520,445,2024-03-03,450.96
2521,312,2024-07-24,10.87
2522,454,2024-07-27,410.61
2523,172,2024-08-19,490.84
2524,106,2024-07-25,45.76
2525,480,2024-12-22,15.56
2526,478,2024-10-30,307.35
2527,13,2024-04-16,214.47
2528,281,2024-05-22,470.41
2529,473,2024-04-29,485.07
2530,76,2024-04-08,110.67
2531,49,2024-05-11,78.14
2532,4,2024-06-07,469.48
2533,188,2024-03-17,98.2
2534,68,2024-08-11,470.39
2535,370,2024-10-20,244.89
2536,442,2025-01-01,353.77
2537,420,2024-06-23,90.07
2538,318,2024-11-16,230.31
2539,287,2024-05-04,83.7
2540,63,2024-10-27,307.87
2541,219,2024-02-28,282.47
2542,33,2024-12-22,95.41
2543,24,2024-07-11,387.55
2544,95,2024-12-07,36.63
2545,11,2025-01-04,258.08
2546,298,2024-09-20,260.76
2547,235,2024-11-06,82.09
2548,63,2024-11-30,152.02
2549,282,2024-12-15,368.59
2550,39,2024-09-17,41.22
2551,90,2024-12-12,232.34
2552,448,2025-01-04,429.14
2553,32,2024-01-22,493.77
2554,188,2024-09-19,380.68
2555,68,2024-10-07,386.9
2556,350,2024-06-20,11.64
2557,58,2024-05-05,257.57
2558,147,2024-03-30,352.45
2559,2,2024-03-14,56.13
2560,337,2024-02-01,291.48
2561,421,2024-04-13,409.65
2562,470,2024-02-04,459.04
2563,366,2025-01-09,494.7
2564,161,2025-01-13,238.3
2565,488,2024-11-08,496.55
2566,55,2024-08-29,97.55
2567,277,2024-06-11,28.42
2568,99,2024-01-31,339.95
2569,352,2024-11-03,60.91
2570,420,2024-12-27,343.96
2571,425,2025-01-03,95.68
2572,254,2024-10-04,313.16
2573,459,2024-04-25,139.04
2574,335,2024-02-07,198.82
2575,112,2024-09-14,98.75
2576,195,2024-09-15,25.67
2577,16,2024-07-28,258.77
2578,128,2024-07-25,415.92
2579,170,2024-11-08,88.09
2580,39,2024-03-02,197.91
2581,404,2024-07-27,281.11
2582,368,2024-08-09,444.25
2583,439,2024-04-29,12.85
2584,384,2024-12-18,314.52
2585,406,2025-01-09,62.87
2586,445,2024-07-30,479.31
2587,331,2024-10-11,165.01
2588,134,2024-12-11,210.0
2589,417,2024-04-17,393.23
2590,107,2025-01-06,428.53
2591,425,2024-04-29,259.88
2592,109,2024-10-07,406.48
2593,355,2025-01-01,41.35
2594,459,2024-11-19,348.88
2595,137,2024-12-20,378.19
2596,363,2024-07-29,293.96
2597,204,2024-11-25,383.16
2598,179,2024-07-09,215.26
2599,124,2024-08-02,459.15
2600,401,2024-07-07,320.15
2601,445,2024-11-30,364.19
2602,210,2024-03-27,370.15
2603,293,2024-03-18,152.27
2604,350,2024-11-11,401.68
2605,245,2024-11-01,239.85
2606,101,2024-05-01,158.72
2607,203,2024-07-10,498.87
2608,382,2024-04-06,125.76
2609,381,2024-06-16,20.03
2610,217,2024-07-06,486.91
2611,226,2024-03-07,413.55
2612,71,2024-11-30,477.87
2613,385,2024-03-26,278.99
2614,357,2024-06-05,383.05
2615,127,2024-02-21,260.21
2616,169,2024-03-06,87.15
2617,431,2024-07-10,232.59
2618,214,2024-07-16,443.02
2619,228,2024-12-29,211.57
2620,31,2024-07-04,165.92
2621,297,2024-06-19,116.37
2622,8,2024-11-24,353.09
2623,335,2024-04-30,331.89
2624,410,2024-10-30,467.01
2625,10,2024-04-09,231.17
2626,375,2024-10-10,450.85
2627,160,2024-11-23,177.07
2628,342,2024-12-27,384.2
2629,116,2024-07-13,342.35
2630,414,2024-03-29,107.19
2631,138,2024-11-05,26.4
2632,448,2024-06-27,140.9
2633,231,2024-09-24,261.52
2634,350,2024-04-21,45.48
2635,152,2024-07-14,295.56
2636,229,2024-06-03,202.48
2637,329,2024-07-26,257.37
2638,298,2024-04-01,486.18
2639,36,2024-07-05,245.21
2640,87,2024-03-08,111.83
2641,62,2024-03-09,313.92
2642,154,2024-10-01,363.06
2643,238,2024-05-24,405.48
2644,376,2024-04-16,284.28
2645,179,2024-07-13,409.93
2646,414,2024-02-20,366.89
2647,466,2024-12-09,13.57
2648,257,2024-05-30,14.87
2649,227,2024-04-27,237.48
2650,67,2024-09-09,281.61
2651,120,2024-09-05,342.23
2652,57,2024-01-24,355.14
2653,426,2024-04-07,484.86
2654,75,2024-04-14,334.34
2655,78,2024-11-05,495.74
2656,168,2024-07-12,12.13
2657,190,2024-08-25,312.05
2658,239,2024-09-10,208.91
2659,35,2024-04-25,225.92
2660,154,2024-04-29,381.72
2661,241,2024-12-31,246.24
2662,59,2024-02-20,433.47
2663,353,2024-04-18,168.98
2664,329,2025-01-04,14.41
2665,92,2024-05-06,196.59
2666,357,2024-04-14,198.22
2667,392,2025-01-06,214.3
2668,83,2024-11-06,493.81
2669,153,2024-06-16,461.01
2670,209,2024-08-28,178.71
2671,468,2024-10-04,13.52
2672,364,2024-11-08,69.12
2673,285,2024-04-02,394.04
2674,80,2024-08-12,360.83
2675,414,2024-02-06,49.7
2676,492,2024-09-29,437.73
2677,500,2024-12-19,355.92
